year,month,quarter,mean_expo,std_expo,mean_risk,std_risk,mean_sent,mean_pos,mean_neg,cc_balance,n_firms,Mkt_RF,SMB,HML,RF,Mom,period,mkt_vol_12m,expo_risk_ratio
2005,12,4,0.001400150173178458,0.00247835561576535,5.209915945089757e-05,0.00020557145177609683,0.00016341635269271382,0.00045563057180570223,-0.00029221420327349526,0.0007478447750791976,1894,-0.0024,-0.0044,0.0015,0.0032,0.0078000000000000005,2005.9166666666667,0.024989082464633286,0.03720969130879654
2006,1,1,0.0013836276752180604,0.0023571209414373824,4.440526167265265e-05,0.00018224977199539922,0.00022827810312981016,0.0004802210441251924,-0.00025194295844022574,0.0007321640025654181,1949,0.030299999999999997,0.0546,0.009899999999999999,0.0034999999999999996,0.0252,2006.0,0.02417865324469651,0.03209335810395564
2006,2,1,0.0013836276752180604,0.0023571209414373824,4.440526167265265e-05,0.00018224977199539922,0.00022827810312981016,0.0004802210441251924,-0.00025194295844022574,0.0007321640025654181,1949,-0.003,-0.0040999999999999995,-0.0031,0.0034000000000000002,-0.0178,2006.0833333333333,0.024079407774857738,0.03209335810395564
2006,3,1,0.0013836276752180604,0.0023571209414373824,4.440526167265265e-05,0.00018224977199539922,0.00022827810312981016,0.0004802210441251924,-0.00025194295844022574,0.0007321640025654181,1949,0.0147,0.0339,0.0060999999999999995,0.0037,0.0126,2006.1666666666667,0.022816267123579745,0.03209335810395564
2006,4,2,0.0015039423756071236,0.002470441697069931,4.9982747436589316e-05,0.00023087258546419746,0.00028860713869400975,0.0005347514150026983,-0.0002461442207231516,0.00078089563572585,1853,0.0073,-0.0138,0.0226,0.0036,0.006,2006.25,0.020066637093504848,0.03323448087096009
2006,5,2,0.0015039423756071236,0.002470441697069931,4.9982747436589316e-05,0.00023087258546419746,0.00028860713869400975,0.0005347514150026983,-0.0002461442207231516,0.00078089563572585,1853,-0.0356,-0.0301,0.023799999999999998,0.0043,-0.0366,2006.3333333333333,0.022515368488697195,0.03323448087096009
2006,6,2,0.0015039423756071236,0.002470441697069931,4.9982747436589316e-05,0.00023087258546419746,0.00028860713869400975,0.0005347514150026983,-0.0002461442207231516,0.00078089563572585,1853,-0.0034999999999999996,-0.0034999999999999996,0.0085,0.004,0.0155,2006.4166666666667,0.022659941627141383,0.03323448087096009
2006,7,3,0.0014202440096251266,0.002331255529293608,5.0862901215805475e-05,0.0002232680068336068,0.0002121640770010132,0.000484527984295846,-0.00027236392249240123,0.0007568919067882472,1974,-0.0077,-0.0395,0.0262,0.004,-0.0204,2006.5,0.02004852446773412,0.035812788006725646
2006,8,3,0.0014202440096251266,0.002331255529293608,5.0862901215805475e-05,0.0002232680068336068,0.0002121640770010132,0.000484527984295846,-0.00027236392249240123,0.0007568919067882472,1974,0.0203,0.009899999999999999,-0.0195,0.0042,-0.0336,2006.5833333333333,0.02035196922941738,0.035812788006725646
2006,9,3,0.0014202440096251266,0.002331255529293608,5.0862901215805475e-05,0.0002232680068336068,0.0002121640770010132,0.000484527984295846,-0.00027236392249240123,0.0007568919067882472,1974,0.0184,-0.013000000000000001,0.0006,0.0040999999999999995,-0.0098,2006.6666666666667,0.02081002635677565,0.035812788006725646
