year,quarter,Mkt_RF,SMB,HML,RF
1991,3,0.04962499948800003,0.022846645231999974,-0.03284149320999996,0.014166343683999827
1991,4,0.07564206469999979,-0.020097142497999876,-0.06329650945300003,0.011947222244000022
1992,1,-0.021791881420000103,0.08319394275199987,0.15374809193299988,0.009630632368000214
1992,2,-0.009691931910000173,-0.08657304148000011,0.08937192030400021,0.009228188672000037
1992,3,0.025156254284000035,-2.5725249999886124e-05,-0.017814115620999993,0.008322900955999968
1992,4,0.0681182208840001,0.07614464191999981,-0.009215094656000011,0.007418184811999851
1993,1,0.033955018912000146,-0.012786068059000177,0.14183125231999982,0.00701632264999974
1993,2,0.0005111056499997879,0.011229463159999842,0.016154167280000076,0.007116793200000027
1993,3,0.032433111775999945,0.041941516304000004,0.02807833601599996,0.007518755599999816
1993,4,0.011655828589999917,0.018929942513000064,-0.03297161790000014,0.007016322649999962
1994,1,-0.04555007438500014,0.019856376336000237,0.012259867759999876,0.0073176841750000055
1994,2,-0.018144798976000187,-0.034176605791000014,0.04080138292000002,0.009026956784000006
1994,3,0.04514827300799995,0.02692600639999987,-0.03730159454499993,0.010234448332000046
1994,4,-0.01897920883000004,-0.017192542816000023,-0.02465741906199992,0.011947121864000154
1995,1,0.07805687946000006,-0.04290391821999995,0.013988408467000113,0.012854597280000046
1995,2,0.07929126367999983,0.00046944025100015274,0.01346778869599996,0.014569931671999825
1995,3,0.07784226608,0.011933476136000154,0.009464925783999822,0.013560800944999896
1995,4,0.034550621216000055,-0.04249631104000007,0.0026751788479999483,0.013863446725999706
1996,1,0.0438684642920002,0.003237466048999993,-0.0017732828600000028,0.012148815403000057
1996,2,0.03288120639199987,0.04223744000000007,-0.026169084909999918,0.012854597280000046
1996,3,0.014868178908000074,-0.029554054300000132,0.01468870089200025,0.013056371179999804
1996,4,0.053524106250000036,-0.05390126492800018,0.07709578496000002,0.01295547921199991
1997,1,-0.007875088383999973,-0.05342416260399996,0.07617840422400013,0.012753745464999744
1997,2,0.15594609571999984,0.0028505395519999865,-0.027291840000000067,0.01295518795899997
1997,3,0.08405699485999962,0.06872115047000005,0.015044965256000076,0.012854667572000045
1997,4,0.003940958540000095,-0.08120282768800002,0.07452259132400019,0.01295533862399978
1998,1,0.12292814942000008,-0.020608253753000016,-0.01250178388799994,0.012148815403000057
1998,2,0.00762230295800026,-0.06406097332000005,0.023542780030999966,0.012451300519999986
1998,3,-0.13010840421000003,-0.10053791840199999,-0.018941118818999847,0.012955459120000068
1998,4,0.2045231768900002,-0.02209463279200008,-0.09510991409999991,0.010133897696000371
1999,1,0.02712194956799996,-0.0902334517440001,-0.05139189082999984,0.011342402674999974
1999,2,0.06627819357200027,0.10806202480399962,0.015703777279999942,0.011141030320000134
1999,3,-0.07448889420100002,0.046734409279999944,-0.04945436745999998,0.011644907798000093
1999,4,0.18111276445400004,0.059773533631999776,-0.15386346352000002,0.011947101776000002
2000,1,0.026885329316000073,0.053076183499999985,-0.03196924960000003,0.013157192860999922
2000,2,-0.06310854617200001,-0.004942019200000036,0.02384636177999999,0.013661491999999997
2000,3,-0.013023796863999904,-0.05007931079999994,0.142959394472,0.014974102399999856
2000,4,-0.12158093971999995,-0.06047273644000006,0.27449967896000005,0.01578220280000009
2001,1,-0.13840791812500008,0.059932026710000086,0.1345697130950001,0.013459246184000184
2001,2,0.0655584387439998,0.0953241739999997,-0.02658979916799986,0.009932394944000222
2001,3,-0.16858103968000004,-0.08057291301500003,0.09592433864000016,0.008926406040000057
2001,4,0.11970911578400001,0.11921915890399992,-0.04512605604099995,0.005409595609999984
2002,1,0.0037594828800000535,0.04170528187599998,0.06983100302399992,0.004005332366000314
2002,2,-0.13259255888800014,0.06535961188799999,0.059816385224000124,0.00420587273000006
2002,3,-0.17271569769999995,-0.05674252600000007,0.006467177973999982,0.00430616294000008
2002,4,0.07685469593600014,-0.0029073966400000595,-0.028692757024000093,0.0037045418480001757
2003,1,-0.033596623556000016,0.020745650168000118,-0.04204117698400012,0.0029028008999998356
2003,2,0.16353983438000008,0.07196921612000007,0.020712399559999817,0.0029028008999998356
2003,3,0.03415831816400017,0.0840395948199999,0.0022502687120000697,0.002201610391999731
2003,4,0.12124348231999993,0.0189730411279998,0.05537928981200002,0.002201610391999731
2004,1,0.022128426800000156,0.02676213110600001,0.036307938769999826,0.002201590377999718
2004,2,0.011865918769999872,0.0024996852750001075,-0.02235376650599996,0.0022016003839997467
2004,3,-0.024363932480000017,-0.02370055724799991,0.04282608611999983,0.0032034112100001177
2004,4,0.09640015949199987,0.03843699541400025,0.010729143885999992,0.004205812640000195
2005,1,-0.028438190200000046,-0.03599228414199995,0.05641476252199995,0.005309285376000172
2005,2,0.015302144629999903,0.013473326111999917,0.02254861879999992,0.006815401591999892
2005,3,0.031657902079999856,0.011383213957999905,0.013338344744000086,0.008322880879999772
2005,4,0.012527647456000102,-0.007024899399999951,-0.006162646755000001,0.009026956784000006
2006,1,0.04230907377000004,0.08588050114599999,0.012910602790999981,0.010637474030000149
2006,2,-0.03195992041999984,-0.04683242383000008,0.05583685197999988,0.011947141920000126
2006,3,0.031072653896000002,-0.042601166349999886,0.006792813459999936,0.012350488880000121
2006,4,0.05867025290000005,0.012231816483999847,0.024419183832000035,0.012350488879999899
2007,1,0.0009864195920001873,0.014122959962999726,-0.016327727872000097,0.01255205189600006
2007,2,0.04738805550799996,-0.013385268127999894,-0.0305027820799999,0.012552112160000073
2007,3,0.0031439003040001356,-0.049548148349999876,-0.07532242307199999,0.011443093760000078
2007,4,-0.039389854960000026,-0.02518226872899998,-0.04418680543299991,0.009328729376000044
2008,1,-0.10077693611799998,-0.007957192383999945,0.03571278720000026,0.00510851464100015
2008,2,-0.02417324250100017,0.023939497805000043,-0.04894215440000005,0.005309365508000097
2008,3,-0.08653332087499988,0.04953254120000006,0.1284386566400002,0.00430615292500014
2008,4,-0.2225659434399999,-0.01915285508800013,-0.07936622315500008,0.0011002399999999746
2009,1,-0.09968285627399986,0.0007987594399998521,-0.14000545264000008,0.00030002000000006745
2009,2,0.16396678399399978,0.05513644388000016,0.028916451991999992,0.0002000099999999172
2009,3,0.15869913873599995,0.030552327200000118,0.14159548860000015,0.00030003000099987354
2009,4,0.05840372707999997,-0.010433753499999976,-0.04591304137099994,9.999999999998899e-05
